"GYARTMANY_NEV";"GYARTMANY_KOD";"TIPUS_NEV";"TIPUS_KOD";"FAJTA_NEV";"FAJTA_KOD"
"AFIT";"5935";"1899";"28405";"Pótkocsi";"6"
"AFIT";"5935";"2063";"28406";"Pótkocsi";"6"
"AFIT";"5935";"2088";"28407";"Pótkocsi";"6"
"AFIT";"5935";"2365";"28408";"Pótkocsi";"6"
"A.F.MEIER";"6329";"KKZB";"32405";"Pótkocsi";"6"
"AGA CRYO";"5936";"162 ST 2-2.5 HV";"28413";"Pótkocsi";"6"
"AGA CRYO";"5936";"162 53 2-2.5";"28412";"Pótkocsi";"6"
"AGA CRYO";"5936";"184 S 3SP-02-HU";"28414";"Pótkocsi";"6"
"AGA CRYO";"5936";"220 53 50-03";"28415";"Pótkocsi";"6"
"AGA CRYO";"5936";"225 S 3SV-03-HU";"28416";"Pótkocsi";"6"
"AGA CRYO";"5936";"235 S 3SV-03-RO";"28417";"Pótkocsi";"6"
"AGA CRYO";"5936";"253 S 2PS-AT";"28418";"Pótkocsi";"6"
"AGA CRYO";"5936";"290 S 3SP-03";"28419";"Pótkocsi";"6"
"AGA CRYO";"5936";"310 S 3SV-03-HU";"28420";"Pótkocsi";"6"
"AGA CRYO";"5936";"315 S 3SV-03-AT";"28421";"Pótkocsi";"6"
"AGA CRYO";"5936";"315 S 3SV-03-HU";"28422";"Pótkocsi";"6"
"AGA CRYO";"5936";"4292 LT";"28423";"Pótkocsi";"6"
"AGADOS";"6364";"ADAM B2";"61465";"Pótkocsi";"6"
"AGADOS";"6364";"ADAM 67";"32472";"Pótkocsi";"6"
"AGADOS";"6364";"ATLAS B2";"57389";"Pótkocsi";"6"
"AGADOS";"6364";"D";"64278";"Pótkocsi";"6"
"AGADOS";"6364";"DONA";"57532";"Pótkocsi";"6"
"AGADOS";"6364";"EZP 100";"32473";"Pótkocsi";"6"
"AGADOS";"6364";"HANDY";"63204";"Pótkocsi";"6"
"AGADOS";"6364";"KANGAROO";"32474";"Pótkocsi";"6"
"AGADOS";"6364";"NP-1";"57607";"Pótkocsi";"6"
"AGADOS";"6364";"NP-13 400";"32475";"Pótkocsi";"6"
"AGADOS";"6364";"NP-2";"32476";"Pótkocsi";"6"
"AGADOS";"6364";"NP-26";"57533";"Pótkocsi";"6"
"AGADOS";"6364";"NP-3";"32477";"Pótkocsi";"6"
"AGADOS";"6364";"NP-7";"32478";"Pótkocsi";"6"
"AGADOS";"6364";"PANTER B2";"59942";"Pótkocsi";"6"
"AGADOS";"6364";"SMA-31";"59774";"Pótkocsi";"6"
"AGADOS";"6364";"V";"64492";"Pótkocsi";"6"
"AGADOS";"6364";"VZ 21";"60549";"Pótkocsi";"6"
"AGADOS";"6364";"VZ 22";"59697";"Pótkocsi";"6"
"AGADOS";"6364";"VZ 22 N1 ALU";"59342";"Pótkocsi";"6"
"AGADOS";"6364";"VZ 23";"60304";"Pótkocsi";"6"
"AGADOS";"6364";"VZ 27";"59870";"Pótkocsi";"6"
"AGADOS";"6364";"VZ 27 B";"59682";"Pótkocsi";"6"
"AGADOS";"6364";"VZ-26";"57560";"Pótkocsi";"6"
"AGADOS";"6364";"VZ-26 B1";"32479";"Pótkocsi";"6"
"AGADOS";"6364";"VZ-30";"32480";"Pótkocsi";"6"
"AGADOS";"6364";"VZ-31 B1";"32481";"Pótkocsi";"6"
"AGADOS";"6364";"VZ31B2";"59883";"Pótkocsi";"6"
"AGADOS";"6364";"VZ-31/35 B2";"58641";"Pótkocsi";"6"
"AGADOS";"6364";"VZ33B1";"59908";"Pótkocsi";"6"
"AGADOS";"6364";"VZ33B2";"61174";"Pótkocsi";"6"
"AGADOS";"6364";"VZ-3302";"32482";"Pótkocsi";"6"
"AGADOS";"6364";"VZ36B2";"60340";"Pótkocsi";"6"
"AGADOS";"6364";"WET B1";"32483";"Pótkocsi";"6"
"AGAMA";"12393";"AGA FT18.1";"62423";"Pótkocsi";"6"
"AGATICS";"6365";"AL-155";"32484";"Pótkocsi";"6"
"AGBO WATHLINGEN";"12758";"G50";"65304";"Pótkocsi";"6"
"AGG";"6366";"AJ-140";"32485";"Pótkocsi";"6"
"AGM";"6367";"E 2130";"32486";"Pótkocsi";"6"
"AGÓCS";"6368";"AJ-175";"32488";"Pótkocsi";"6"
"AGÓRA";"6369";"A-480";"32489";"Pótkocsi";"6"
"AGPATI";"5938";"CARELLI";"28424";"Motorkerékpár";"5"
"AGRICOM";"12851";"DLP 35";"66272";"Pótkocsi";"6"
"AGRIKON";"6370";"EB-8";"32491";"Pótkocsi";"6"
"AGRIKON";"6370";"EB-8-82";"32492";"Pótkocsi";"6"
"AGRIKON";"6370";"HMB-13";"32493";"Pótkocsi";"6"
"AGRIKON";"6370";"T-6/74";"32494";"Pótkocsi";"6"
"AGRIKON";"6370";"600";"32490";"Pótkocsi";"6"
"AGRIKON SOLD";"6371";"RS-3500";"32495";"Pótkocsi";"6"
"AGRIKON-SOLT";"6372";"EB 8";"63990";"Pótkocsi";"6"
"AGRIKON-SOLT";"6372";"EB-15CS";"62348";"Pótkocsi";"6"
"AGRIKON-SOLT";"6372";"HMB-20";"32496";"Pótkocsi";"6"
"AGRIKON-SOLT";"6372";"SPT-4";"66889";"Pótkocsi";"6"
"AGRIKON-SOLT";"6372";"TG 10-81";"64990";"Pótkocsi";"6"
"AGRIMAT";"6373";"CH 100";"32497";"Pótkocsi";"6"
"AGRO";"6374";"BSZ-45";"32503";"Pótkocsi";"6"
"AGRO";"6374";"III/I";"66345";"Pótkocsi";"6"
"AGRO";"6374";"175 TSZ";"32498";"Pótkocsi";"6"
"AGRO";"6374";"3.2T";"32499";"Pótkocsi";"6"
"AGRO";"6374";"65 BT";"32500";"Pótkocsi";"6"
"AGRO";"6374";"75";"32501";"Pótkocsi";"6"
"AGRO";"6374";"95 BT-3";"32502";"Pótkocsi";"6"
"AGROBÁZIS KFT";"6375";"FARMER 50";"32505";"Pótkocsi";"6"
"AGROBIL";"6376";"03";"64310";"Pótkocsi";"6"
"AGROBIL";"6376";"04";"32506";"Pótkocsi";"6"
"AGROFER";"12694";"G 40";"64838";"Pótkocsi";"6"
"AGROFIX";"6377";"03";"32507";"Pótkocsi";"6"
"AGROGÉP";"5945";"AKB 1100";"62082";"Pótkocsi";"6"
"AGROGÉP";"5945";"AKB 1300";"32525";"Pótkocsi";"6"
"AGROGÉP";"5945";"AKB 1800";"32526";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP 2000";"64782";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP 3018";"65366";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-1000";"32527";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-2010";"32528";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-2013";"61436";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-206";"32529";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-208";"32530";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-250";"32531";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-251";"32532";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-300";"32533";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-301";"32534";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-500";"32535";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-800";"32536";"Pótkocsi";"6"
"AGROGÉP";"5945";"AP-801";"32537";"Pótkocsi";"6"
"AGROGÉP";"5945";"ATP 3000";"58400";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 1110";"32538";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 1213";"32539";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 1313";"32540";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 1416";"63738";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 143";"32541";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 146";"32542";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 158";"62888";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 205";"64333";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 225";"32543";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK 3021";"61721";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-1013";"32544";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-103";"59799";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-115";"32545";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-118";"32546";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-125";"32547";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-128";"32548";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-135";"32549";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-138";"32550";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-143";"32551";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-2019";"32552";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-215";"32553";"Pótkocsi";"6"
"AGROGÉP";"5945";"DETK-5";"32554";"Pótkocsi";"6"
"AGROGÉP";"5945";"FIX 25";"62481";"Pótkocsi";"6"
"AGROGÉP";"5945";"HK-5";"32555";"Pótkocsi";"6"
"AGROGÉP";"5945";"HP-600";"32556";"Pótkocsi";"6"
"AGROGÉP";"5945";"1 AF-6500";"32508";"Pótkocsi";"6"
"AGROGÉP";"5945";"2 AF-9500";"32509";"Pótkocsi";"6"
"AGROGÉP";"5945";"2540";"32510";"Pótkocsi";"6"
"AGROGÉP";"5945";"2640 FIX";"32511";"Pótkocsi";"6"
"AGROGÉP";"5945";"2750 FIX";"32512";"Pótkocsi";"6"
"AGROGÉP";"5945";"2900 FIX";"32513";"Pótkocsi";"6"
"AGROGÉP";"5945";"3100 FIX";"32514";"Pótkocsi";"6"
"AGROGÉP";"5945";"3150";"32515";"Pótkocsi";"6"
"AGROGÉP";"5945";"3210";"32516";"Pótkocsi";"6"
"AGROGÉP";"5945";"3260";"32517";"Pótkocsi";"6"
"AGROGÉP";"5945";"3460 BILLENŐ";"32518";"Pótkocsi";"6"
"AGROGÉP";"5945";"3510";"32519";"Pótkocsi";"6"
"AGROGÉP";"5945";"3800";"32520";"Pótkocsi";"6"
"AGROGÉP";"5945";"3920";"32521";"Pótkocsi";"6"
"AGROGÉP";"5945";"4150";"32522";"Pótkocsi";"6"
"AGROGÉP";"5945";"4480";"32523";"Pótkocsi";"6"
"AGROGÉP";"5945";"4960";"32524";"Pótkocsi";"6"
"AGROKOM";"6378";"ANV-400";"32557";"Pótkocsi";"6"
"AGROKOMBINAT";"12264";"AKZ A NP";"61347";"Pótkocsi";"6"
"AGROKOV-PRESOV";"5947";"CNT 021";"28425";"Pótkocsi";"6"
"AGROLLKIPPER";"12604";"TKP 5-1";"64196";"Pótkocsi";"6"
"AGROMASIN";"5949";"MBP";"66378";"Pótkocsi";"6"
"AGROMASIN";"5949";"PTT-2";"63122";"Pótkocsi";"6"
"AGROMASIN";"5949";"TRP-104";"66625";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 1000";"28429";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 2010";"28430";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 206";"28431";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 208";"28432";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 250";"28433";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 251";"28434";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 291";"28435";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 300";"28436";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 500";"28437";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 800";"28438";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP AP 801";"28439";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK 103";"28440";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK 115";"28441";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK 118";"28442";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK 125";"28443";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK 133";"28444";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK 143";"28445";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK 146";"28446";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK 15";"28447";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK 215";"28448";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP DETK-205";"28449";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP FIX 25";"28450";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP FIX 2975";"28451";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP 2870";"28426";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP 2990";"28427";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"AGROGÉP 6000";"28428";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"ASZP-206/M";"28452";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"HP";"28453";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"KP-206";"28454";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"MBP-104";"28455";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"MBP-6.5";"28456";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"MBP-9";"28457";"Pótkocsi";"6"
"AGROMASIN KFT";"5950";"PTSZ-2";"28458";"Pótkocsi";"6"
"AGROMET";"5952";"P-104";"32558";"Pótkocsi";"6"
"AGROMET";"5952";"P-800";"32559";"Pótkocsi";"6"
"AGROMET";"5952";"RCW-3";"32560";"Pótkocsi";"6"
"AGROMET";"5952";"RT A2HS";"32561";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"N 228/P";"28459";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"T";"59477";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"TC42";"61728";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"T-042";"28460";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"T-076";"28461";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"T-080/2";"28462";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"T-083";"28463";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"T-104";"28464";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"T-105";"28465";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"URSUS N-229";"28466";"Pótkocsi";"6"
"AGROMET-WARFAMA";"5953";"URSUS T-14";"28467";"Pótkocsi";"6"
"AGROMEX KFT";"6379";"AX-2000";"32562";"Pótkocsi";"6"
"AGROMOBIL KFF";"6380";"MBP";"32563";"Pótkocsi";"6"
"AGROSTA";"12371";"MF 70";"62264";"Pótkocsi";"6"
"AGROSTOP";"6381";"200-3976";"64806";"Pótkocsi";"6"
"AGROSTOP";"6381";"200-3996";"32564";"Pótkocsi";"6"
"AGROSTROJ";"5955";"ANS 151";"67064";"Pótkocsi";"6"
"AGROSTROJ";"5955";"ANS-564";"28468";"Pótkocsi";"6"
"AGROSTROJ";"5955";"CPF-3";"28469";"Pótkocsi";"6"
"AGROSTROJ";"5955";"DPR 216";"28470";"Pótkocsi";"6"
"AGROSTROJ";"5955";"LJ";"28471";"Pótkocsi";"6"
"AGROSTROJ";"5955";"MMZ-028";"28472";"Pótkocsi";"6"
"AGROSTROJ";"5955";"MT 8-132.2";"28473";"Pótkocsi";"6"
"AGROSTROJ";"5955";"N";"28474";"Pótkocsi";"6"
"AGROSTROJ";"5955";"NN-8";"28475";"Pótkocsi";"6"
"AGROSTROJ";"5955";"NSE-10/2-B";"28477";"Pótkocsi";"6"
"AGROSTROJ";"5955";"NSM 02-B";"28478";"Pótkocsi";"6"
"AGROSTROJ";"5955";"NSN 10-28";"59192";"Pótkocsi";"6"
"AGROSTROJ";"5955";"NSN-10";"28479";"Pótkocsi";"6"
"AGROSTROJ";"5955";"NSN-10/2-B";"28480";"Pótkocsi";"6"
"AGROSTROJ";"5955";"NS-564";"28476";"Pótkocsi";"6"
"AGROSTROJ";"5955";"RA";"28481";"Pótkocsi";"6"
"AGROSTROJ";"5955";"RAE 100";"28482";"Pótkocsi";"6"
"AGROSTROJ";"5955";"RUR 8";"28483";"Pótkocsi";"6"
"AGROSTROJ";"5955";"VSN-10/2";"28484";"Pótkocsi";"6"
"AGROTECHNIKA";"5956";"TK-82";"28485";"Vontató";"4"
"AGROVAZ";"11865";"5T UNIKON O-5000";"63102";"Pótkocsi";"6"
"AGROVAZ";"11865";"5600";"57259";"Pótkocsi";"6"
"AGROZET";"6382";"NSN 10-2B";"32565";"Pótkocsi";"6"
"AHG";"6383";"AZF 12";"32567";"Pótkocsi";"6"
"AHMANN";"6384";"AGY-170";"32568";"Pótkocsi";"6"
"AHN PLANE";"6385";"SCHIER";"32569";"Pótkocsi";"6"
"AHP";"12667";"KTL 1004";"64648";"Pótkocsi";"6"
"AIGNER";"6386";"ASZ-660";"32573";"Pótkocsi";"6"
"AIRSTREAM";"6387";"EXCELLA 500";"32574";"Pótkocsi";"6"
"AIXAM";"5960";"C";"64702";"Motorkerékpár";"5"
"AIXAM";"5960";"C3";"65596";"Motorkerékpár";"5"
"AIXAM";"5960";"C34VB";"63130";"Motorkerékpár";"5"
"AIXAM";"5960";"C34VB";"63130";"Személygépkocsi";"1"
"AIXAM";"5960";"C45VB0";"65977";"Motorkerékpár";"5"
"AIXAM";"5960";"F45";"67189";"Motorkerékpár";"5"
"AIXAM";"5960";"300I";"28486";"Személygépkocsi";"1"
"AIXAM";"5960";"400 SL";"28487";"Motorkerékpár";"5"
"AIXAM";"5960";"400I";"28488";"Személygépkocsi";"1"
"AIXAM";"5960";"500I";"28489";"Személygépkocsi";"1"
"AIXAM";"5960";"600I";"28490";"Személygépkocsi";"1"
"AJAX";"12436";"2RF-2000";"62770";"Pótkocsi";"6"
"AJG";"12911";"AKK 1801";"66856";"Pótkocsi";"6"
"AJP";"5961";"PR-4 200 SUPERMOTARD";"28491";"Motorkerékpár";"5"
"ÁJPLI";"6388";"AM-190";"32577";"Pótkocsi";"6"
"AJS";"5962";"18 S";"28492";"Motorkerékpár";"5"
"AJS";"5962";"20";"28493";"Motorkerékpár";"5"
"AJS";"5962";"31 SWIFT";"28494";"Motorkerékpár";"5"
"AJS";"5962";"7 R";"28495";"Motorkerékpár";"5"
"AJTÓCLINIKA BT.";"6389";"CSF 750";"32578";"Pótkocsi";"6"
"AKKORD GMK";"5964";"2205";"28496";"Pótkocsi";"6"
"AKKORD GMK";"5964";"2206";"28497";"Pótkocsi";"6"
"AKLEJMANN";"6390";"PA 16";"32582";"Pótkocsi";"6"
"AKM";"6391";"200";"32583";"Pótkocsi";"6"
"AKM";"6391";"2000";"32584";"Pótkocsi";"6"
"AKPS";"5965";"1311";"28498";"Pótkocsi";"6"
"AKPS";"5965";"2720";"28499";"Pótkocsi";"6"
"AKSOYLU";"12885";"XXL";"66644";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"200-3788";"57698";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"200-3880";"59770";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"300";"32585";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"330";"32586";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"400-7005";"32587";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"400-7147";"58375";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"400-7147 (RÉGI)";"32588";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"400-7147-8";"32589";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"400-7231";"57872";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"460";"32590";"Pótkocsi";"6"
"AKTIVÁTOR";"6392";"510";"32591";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"180";"62476";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"200-3788";"28500";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"200-3788/A";"28501";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"200-3788/B";"28502";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"200-3880";"28503";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"200-3997";"28504";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"200-3997/A";"57174";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"370";"28505";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"400-7005";"28506";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"400-7147";"28507";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"420";"28508";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"450";"28509";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"480";"28510";"Pótkocsi";"6"
"AKTIVÁTOR KFT";"5966";"560";"28511";"Pótkocsi";"6"
"AKTJUBINSZK";"5967";"PA-T 3";"28512";"Pótkocsi";"6"
"ALAG GÉP";"5968";"FARMER 03";"28516";"Pótkocsi";"6"
"ALAG GÉP";"5968";"FARMER 05";"28517";"Pótkocsi";"6"
"ALAG GÉP";"5968";"FARMER 06";"28518";"Pótkocsi";"6"
"ALAG GÉP";"5968";"FARMER 06-01";"28519";"Pótkocsi";"6"
"ALAG GÉP";"5968";"FARMER 150";"28520";"Pótkocsi";"6"
"ALAG GÉP";"5968";"FARMER 200";"28521";"Pótkocsi";"6"
"ALAG GÉP";"5968";"FARMER 250";"28522";"Pótkocsi";"6"
"ALAG GÉP";"5968";"FARMER 280";"28523";"Pótkocsi";"6"
"ALAG GÉP";"5968";"FARMER 600";"28524";"Pótkocsi";"6"
"ALAG GÉP";"5968";"NF-200";"28525";"Pótkocsi";"6"
"ALAG GÉP";"5968";"1RF-750";"65848";"Pótkocsi";"6"
"ALAG GÉP";"5968";"1879";"28513";"Pótkocsi";"6"
"ALAG GÉP";"5968";"1900";"28514";"Pótkocsi";"6"
"ALAG GÉP";"5968";"1908";"28515";"Pótkocsi";"6"
"ALBA";"6393";"S 20-11";"32594";"Pótkocsi";"6"
"ALBAMECHANIKA BT";"6394";"1470";"32595";"Pótkocsi";"6"
"ALBER RADOLFZEL";"6395";"-";"32596";"Pótkocsi";"6"
"ALBERTI";"12891";"AH7";"66698";"Pótkocsi";"6"
"ALBRECHT";"6396";"ALBRECHT";"32597";"Pótkocsi";"6"
"ALCAR";"12461";"19S24B37";"63656";"Pótkocsi";"6"
"ALCAR";"12461";"22S27S37";"62972";"Pótkocsi";"6"
"ALEKO";"5969";"PICK UP 2335-1";"28530";"Tehergépkocsi";"2"
"ALEKO";"5969";"PICK UP 2335-135";"28531";"Tehergépkocsi";"2"
"ALEKO";"5969";"PICK UP 2335-136";"28532";"Tehergépkocsi";"2"
"ALEKO";"5969";"PICK UP 2335-2";"28533";"Tehergépkocsi";"2"
"ALEKO";"5969";"PICK UP 2350";"28534";"Tehergépkocsi";"2"
"ALEKO";"5969";"2141";"28526";"Személygépkocsi";"1"
"ALEKO";"5969";"2141-01";"28527";"Személygépkocsi";"1"
"ALEKO";"5969";"2141-02";"28528";"Személygépkocsi";"1"
"ALEKO";"5969";"2141-20";"28529";"Személygépkocsi";"1"
"ALF";"6397";"KA 100";"67102";"Pótkocsi";"6"
"ALF";"6397";"KA 350";"32598";"Pótkocsi";"6"
"ALF";"6397";"SPERBER B";"66293";"Pótkocsi";"6"
"ALF";"6397";"TC 1250";"65937";"Pótkocsi";"6"
"ALF";"6397";"2RF-1200";"64896";"Pótkocsi";"6"
"ALFA BUSZ";"5970";"B7 R";"56505";"Autóbusz";"3"
"ALFA ROMEO";"5971";"ALFA BRERA";"28555";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA SPRINT";"28556";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 145";"28543";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 145";"28543";"Tehergépkocsi";"2"
"ALFA ROMEO";"5971";"ALFA 146";"28544";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 147";"28545";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 155";"28546";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 156";"28547";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 159";"28548";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 164";"28549";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 166";"28550";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 33";"28551";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 6";"28552";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 75";"28553";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFA 90";"28554";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFASUD";"28557";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ALFETTA";"28558";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"AR 6";"28559";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"ARNA";"28560";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"BERLINA L 1800";"28562";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"BERLINA L 2000";"28563";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"BERLINA 2600";"28561";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"GIULIA";"28564";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"GIULIETTA";"28565";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"GIULIETTA";"28565";"Tehergépkocsi";"2"
"ALFA ROMEO";"5971";"GT";"28566";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"GTV";"28567";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"JUNIOR 1300";"28568";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"LEGGERA";"28569";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"MILANO";"28573";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"MILANO GOLD";"28570";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"MILANO GREEN";"28571";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"MILANO PLATINIUM";"28572";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"SPIDER";"28574";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"10 AR 6";"28537";"Tehergépkocsi";"2"
"ALFA ROMEO";"5971";"105.21";"64200";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"105.57";"64378";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"105.59";"60962";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"105.64";"61731";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"115";"58854";"Személygépkocsi";"1"
"ALFA ROMEO";"5971";"116C";"62729";"Személygépkocsi";"1"
